연번,민방위 대피시설명,시설구분,시설 주소,위도,경도,시설 면적,대피가능 인원수,개방여부,평상시 활용 유형,관리기관 전화번호,관리기관명
320,회암지하보도,공공용,충청북도 청주시 청원구 오창읍 중심상업로 17 (오창프라자),36.71244278,127.429275,191.88,134,Y,,043-201-8062,청주시 청원구청
321,양청지하보도,공공용,충청북도 청주시 청원구 오창읍 중심상업로 39 (오창온천),36.71427105,127.4290524,191.88,134,Y,,043-201-8062,청주시 청원구청
322,대원칸타빌1차아파트,공공용,충청북도 청주시 청원구 율량로 103 (주성동),36.67342138,127.4984784,6196.36,4333,Y,,043-201-8062,청주시 청원구청
323,청주율량2LH2단지아파트,공공용,충청북도 청주시 청원구 율량로 47 (주중동),36.67351132,127.4924561,8198.66,5733,Y,,043-201-8062,청주시 청원구청
324,지하도(신흥고),공공용,충청북도 청주시 청원구 율봉로 224 (율량동),36.667754,127.4935559,198,138,Y,,043-201-8062,청주시 청원구청
325,동아아파트,공공용,충청북도 청주시 청원구 율봉로 27 (사천동),36.6632609,127.4736041,2877,2012,Y,,043-201-8062,청주시 청원구청
326,남광하우스토리아파트(1단지),공공용,"충청북도 청주시 청원구 율봉로 7 (사천동, 남광하우스토리A단지아파트)",36.66230675,127.4715267,1151,805,Y,,043-201-8062,청주시 청원구청
327,신동아아파트,공공용,"충청북도 청주시 청원구 율봉로 77 (사천동, 신동아아파트)",36.66644042,127.4789256,6611,4623,Y,,043-201-8062,청주시 청원구청
328,남광하우스토리아파트(2단지),공공용,"충청북도 청주시 청원구 율봉로 8 (사천동, 남광하우스토리B단지)",36.66173505,127.472078,1590,1112,Y,,043-201-8062,청주시 청원구청
329,대창아파트,공공용,충청북도 청주시 청원구 율봉로159번길 73-1 (율량동),36.67141235,127.4848315,1190,832,Y,,043-201-8062,청주시 청원구청
330,목화1차아파트,공공용,"충청북도 청주시 청원구 율봉로167번길 65-21 (율량동, 목화아파트)",36.67144045,127.4867781,876,613,Y,,043-201-8062,청주시 청원구청
331,삼정2차아파트,공공용,"충청북도 청주시 청원구 율봉로175번길 54 (율량동, 삼정2차아파트)",36.67112107,127.4899485,1355,948,Y,,043-201-8062,청주시 청원구청
332,삼정1차아파트,공공용,"충청북도 청주시 청원구 율봉로201번길 50 (율량동, 삼정아파트)",36.6709661,127.4925652,810,566,Y,,043-201-8062,청주시 청원구청
333,율량대원칸타빌 4차아파트,공공용,"충청북도 청주시 청원구 율중로 10 (율량동, 대원칸타빌4차아파트)",36.66176459,127.5044387,1986,1389,Y,,043-201-8062,청주시 청원구청
334,율량LH9단지아파트,공공용,"충청북도 청주시 청원구 율중로7번길 77 (율량동, 청주율량2엘에이치9단지아파트)",36.66112087,127.5091724,4443,3107,Y,,043-201-8062,청주시 청원구청
335,재원아파트,공공용,"충청북도 청주시 청원구 주성로 216 (율량동, 재원아파트)",36.67144107,127.490143,664,464,Y,,043-201-8062,청주시 청원구청
336,삼성아파트,공공용,"충청북도 청주시 청원구 주성로118번길 12 (율량동, 삼성아파트)",36.66930718,127.479525,2626,1836,Y,,043-201-8062,청주시 청원구청
337,성원아파트,공공용,"충청북도 청주시 청원구 주성로132번길 10 (율량동, 성원상떼빌)",36.66999057,127.4807821,2704,1891,Y,,043-201-8062,청주시 청원구청
338,현대2차아파트,공공용,"충청북도 청주시 청원구 주성로132번길 54 (율량동, 현대아파트)",36.66850683,127.4822405,4033,2820,Y,,043-201-8062,청주시 청원구청
339,청원구청,공공용,"충청북도 청주시 청원구 직지대로 871 (우암동, 청원구청)",36.6515839,127.4866262,965,675,Y,,043-201-8062,청주시 청원구청
340,럭키3차아파트,공공용,"충청북도 청주시 청원구 충청대로139번길 17-10 (율량동, 럭키아파트)",36.66896035,127.492964,1289,901,Y,,043-201-8062,청주시 청원구청
341,두진백로그린타운,공공용,"충청북도 청주시 청원구 충청대로139번길 18 (율량동, 두진백로그린타운)",36.66938504,127.4931189,1164,814,Y,,043-201-8062,청주시 청원구청
342,진화하이츠아파트,공공용,"충청북도 청주시 청원구 충청대로139번길 9 (율량동, 진화아파트)",36.668529,127.4935474,757,529,Y,,043-201-8062,청주시 청원구청
343,삼일브리제하임,공공용,"충청북도 청주시 청원구 향군로 123 (우암동, 삼일브리제하임)",36.65528445,127.4807264,5260,3678,Y,,043-201-8062,청주시 청원구청
344,대성빌딩,공공용,충청북도 청주시 청원구 향군로 128 (내덕동),36.65597195,127.4809633,462,323,Y,,043-201-8062,청주시 청원구청
345,덕일한마음아파트,공공용,"충청북도 청주시 청원구 향군로74번길 26 (우암동, 덕일한마음아파트)",36.65219118,127.4853193,4737,3313,Y,,043-201-8062,청주시 청원구청
346,아이제이포커스,공공용,"충청북도 청주시 흥덕구 1순환로 571 (봉명동, IJ FOCUS)",36.64201032,127.4621889,2295,1605,Y,,043-201-7061,청주시 흥덕구청
347,봉명동삼정아파트,공공용,"충청북도 청주시 흥덕구 1순환로512번길 32 (봉명동, 삼정아파트)",36.64791667,127.4634901,792,554,Y,,043-201-7061,청주시 흥덕구청
348,신봉동삼정백조아파트,공공용,"충청북도 청주시 흥덕구 1순환로513번길 33 (신봉동, 삼정백조아파트)",36.64660241,127.4677451,4376.63,3061,Y,,043-201-7061,청주시 흥덕구청
349,효성1차(아),공공용,"충청북도 청주시 흥덕구 2순환로1050번길 13-14 (비하동, 효성아파트)",36.64052023,127.4207486,2950.2,2063,Y,,043-201-7061,청주시 흥덕구청
350,효성2차(아),공공용,"충청북도 청주시 흥덕구 2순환로1050번길 24 (비하동, 효성2차아파트)",36.64092247,127.4201425,2402.4,1680,Y,,043-201-7061,청주시 흥덕구청
351,가경푸르지오아파트,공공용,"충청북도 청주시 흥덕구 2순환로1375번길 20 (가경동, 가경푸르지오)",36.61424785,127.4413927,1933.8,1352,Y,,043-201-7061,청주시 흥덕구청
352,가경주공6단지아파트,공공용,충청북도 청주시 흥덕구 2순환로1375번길 23 (가경동),36.61566622,127.438955,3309.08,2314,Y,,043-201-7061,청주시 흥덕구청
353,삼일원앙(아),공공용,충청북도 청주시 흥덕구 가경로 100-20 (가경동),36.62421196,127.4400946,1722.6,1205,Y,,043-201-7061,청주시 흥덕구청
354,가경대원(아),공공용,충청북도 청주시 흥덕구 가경로 120 (가경동),36.62638302,127.43881,3072.3,2148,Y,,043-201-7061,청주시 흥덕구청
355,세원가경골(아),공공용,충청북도 청주시 흥덕구 가경로 134 (가경동),36.62770426,127.4382719,3045.9,2130,Y,,043-201-7061,청주시 흥덕구청
356,형석1차아파트,공공용,충청북도 청주시 흥덕구 가경로 158 (가경동),36.63003728,127.4370463,3245.55,2270,Y,,043-201-7061,청주시 흥덕구청
357,형석2차아파트,공공용,충청북도 청주시 흥덕구 가경로 188 (가경동),36.63229845,127.4367371,3724.88,2605,Y,,043-201-7061,청주시 흥덕구청
358,가경대림아파트,공공용,충청북도 청주시 흥덕구 가경로 193 (가경동),36.63167161,127.4346719,2902.35,2030,Y,,043-201-7061,청주시 흥덕구청
359,가경주공2단지(아),공공용,충청북도 청주시 흥덕구 가경로 26 (가경동),36.61821863,127.4437137,1904.1,1332,Y,,043-201-7061,청주시 흥덕구청
360,동부아파트,공공용,충청북도 청주시 흥덕구 가경로 64 (가경동),36.62152034,127.441783,1955.25,1367,Y,,043-201-7061,청주시 흥덕구청
361,태암수정(아),공공용,충청북도 청주시 흥덕구 가경로 72 (가경동),36.62245886,127.4414216,835.73,584,Y,,043-201-7061,청주시 흥덕구청
362,가경벽산(아),공공용,충청북도 청주시 흥덕구 가경로189번길 52 (가경동),36.63254418,127.4336079,1273.8,891,Y,,043-201-7061,청주시 흥덕구청
363,비하동 계룡리슈빌1차아파트,공공용,"충청북도 청주시 흥덕구 가로수로1131번길 101 (비하동, 계룡리슈빌아파트)",36.63036201,127.4209393,2409,1685,Y,,043-201-7061,청주시 흥덕구청
364,청도아파트,공공용,"충청북도 청주시 흥덕구 가로수로1144번길 72-2 (강서동, 청도아파트)",36.62365483,127.4237514,1767.98,1236,Y,,043-201-7061,청주시 흥덕구청
365,우정아파트,공공용,"충청북도 청주시 흥덕구 가로수로1154번길 21-5 (강서동, 우정아파트)",36.62603126,127.4254816,1619.48,1133,Y,,043-201-7061,청주시 흥덕구청
366,우양센트럴,공공용,충청북도 청주시 흥덕구 가로수로1164번길 41-44 (강서동),36.62589212,127.4291031,107,75,Y,,043-201-7061,청주시 흥덕구청
367,미소랑1차아파트,공공용,"충청북도 청주시 흥덕구 가로수로1164번길 41-8 (강서동, 미소랑1차아파트)",36.62514862,127.4273639,1833.98,1283,Y,,043-201-7061,청주시 흥덕구청
368,가경동신라아파트,공공용,충청북도 청주시 흥덕구 가로수로1308번길 42 (가경동),36.63098093,127.4372485,991.65,693,Y,,043-201-7061,청주시 흥덕구청
369,재원아파트,공공용,"충청북도 청주시 흥덕구 가로수로1351번길 45 (복대동, 재원아파트)",36.63550746,127.4423324,429.83,301,Y,,043-201-7061,청주시 흥덕구청
370,덕성아파트,공공용,"충청북도 청주시 흥덕구 가로수로1379번길 83 (복대동, 덕성아파트)",36.63645322,127.4429327,1983.3,1387,Y,,043-201-7061,청주시 흥덕구청
371,청원쌍용예가아파트1차,공공용,충청북도 청주시 흥덕구 강내면 탑연월곡길 62-13 (청원쌍용예가 1단지아파트),36.62289496,127.3647153,485,339,Y,,043-201-7061,청주시 흥덕구청
372,강내태암수정아파트,공공용,충청북도 청주시 흥덕구 강내면 태성탑연로 264 (강내태암수정아파트),36.60796408,127.353034,990,692,Y,,043-201-7061,청주시 흥덕구청
373,베리굿2차아파트,공공용,"충청북도 청주시 흥덕구 강서로 111 (강서동, 강서베리굿2차)",36.62508285,127.4286157,940.5,658,Y,,043-201-7061,청주시 흥덕구청
374,가경주공1단지(아),공공용,충청북도 청주시 흥덕구 경신로 11-1 (가경동),36.62033609,127.4432832,1599.68,1119,Y,,043-201-7061,청주시 흥덕구청
375,봉명동신라아파트,공공용,"충청북도 청주시 흥덕구 과상미로9번길 102-14 (봉명동, 신라아파트)",36.64409904,127.4570753,495,346,Y,,043-201-7061,청주시 흥덕구청
376,삼보맨션,공공용,"충청북도 청주시 흥덕구 내수동로33번길 6 (복대동, 삼보맨션)",36.63311175,127.4515944,3799.95,2657,Y,,043-201-7061,청주시 흥덕구청
377,지웰시티1차아파트,공공용,"충청북도 청주시 흥덕구 대농로 17 (복대동, 지웰시티1차아파트)",36.64273957,127.4251038,7038.9,4922,Y,,043-201-7061,청주시 흥덕구청
378,두산위브지웰시티2차아파트,공공용,"충청북도 청주시 흥덕구 대농로 55 (복대동, 두산위브지웰시티2차)",36.6437325,127.4286564,6212.25,4344,Y,,043-201-7061,청주시 흥덕구청
379,현대1차아파트,공공용,"충청북도 청주시 흥덕구 대신로10번길 16-3 (복대동, 현대1차아파트)",36.63433957,127.4374597,2904,2031,Y,,043-201-7061,청주시 흥덕구청
380,금호어울림1차아파트,공공용,"충청북도 청주시 흥덕구 대신로73번길 14 (복대동, 금호어울림1단지아파트)",36.64041541,127.4338935,2973.3,2079,Y,,043-201-7061,청주시 흥덕구청
381,금호어울림2차아파트,공공용,"충청북도 청주시 흥덕구 대신로74번길 21 (복대동, 금호어울림2단지아파트)",36.64038318,127.4358122,2748.9,1922,Y,,043-201-7061,청주시 흥덕구청
382,봉명아이파크아파트,공공용,"충청북도 청주시 흥덕구 덕암로108번길 44 (봉명동, 현대아이파크)",36.65277385,127.4611393,5715.6,3997,Y,,043-201-7061,청주시 흥덕구청
383,봉명두진하트리움아파트,공공용,"충청북도 청주시 흥덕구 덕암로30번길 19 (봉명동, 두진하트리움아파트)",36.6514885,127.45796,3459.23,2419,Y,,043-201-7061,청주시 흥덕구청
384,봉명동삼정백조아파트,공공용,"충청북도 청주시 흥덕구 백봉로 244 (봉명동, 삼정백조아파트)",36.64913577,127.4623612,2522.85,1764,Y,,043-201-7061,청주시 흥덕구청
385,삼일아파트,공공용,"충청북도 청주시 흥덕구 복대로118번길 16 (복대동, 삼일아파트)",36.62704949,127.4418369,347.33,243,Y,,043-201-7061,청주시 흥덕구청
386,비하계룡리슈빌2차아파트,공공용,"충청북도 청주시 흥덕구 비하로57번길 37 (비하동, 비하계룡리슈빌2차아파트)",36.63110839,127.4218915,1526,1067,Y,,043-201-7061,청주시 흥덕구청
387,오성빌딩,공공용,"충청북도 청주시 흥덕구 사운로 204 (운천동, 오성빌딩)",36.64696417,127.4774093,505.73,354,Y,,043-201-7061,청주시 흥덕구청
388,"운천삼일아파트(101동~104동,105동 지하주차장)",공공용,"충청북도 청주시 흥덕구 사운로 278 (운천동, 삼일아파트)",36.65230714,127.4735236,3860.18,2699,Y,,043-201-7061,청주시 흥덕구청
389,신봉동두진백로아파트(지하주차장),공공용,"충청북도 청주시 흥덕구 사운로324번길 14 (신봉동, 두진백로아파트)",36.6556871,127.4710658,3399,2377,Y,,043-201-7061,청주시 흥덕구청
390,가경e-편한세상 아파트,공공용,"충청북도 청주시 흥덕구 서현북로 15 (가경동, 대림e편한세상아파트)",36.61866738,127.4254322,2115.3,1479,Y,,043-201-7061,청주시 흥덕구청
391,가경대원칸타빌아파트,공공용,충청북도 청주시 흥덕구 서현서로 39 (가경동),36.62012154,127.4260126,2673,1869,Y,,043-201-7061,청주시 흥덕구청
392,가경한라비발디아파트,공공용,충청북도 청주시 흥덕구 서현서로 40 (가경동),36.62071075,127.4265524,1707.75,1194,Y,,043-201-7061,청주시 흥덕구청
393,가경휴먼시아아파트,공공용,충청북도 청주시 흥덕구 서현중로32번길 23 (가경동),36.62205929,127.431434,2508,1754,Y,,043-201-7061,청주시 흥덕구청
394,보성하이츠빌라,공공용,"충청북도 청주시 흥덕구 신율로 77 (복대동, 보성아파트)",36.62534133,127.4465674,660.83,462,Y,,043-201-7061,청주시 흥덕구청
395,신라빌라,공공용,"충청북도 청주시 흥덕구 신율로 87 (복대동, 신라빌라)",36.62583925,127.4464361,1652.48,1156,Y,,043-201-7061,청주시 흥덕구청
396,덕성그린아파트,공공용,"충청북도 청주시 흥덕구 신율로180번길 34 (복대동, 덕성그린아파트)",36.63271437,127.4489668,1487.48,1040,Y,,043-201-7061,청주시 흥덕구청
397,오송대원칸타빌아파트,공공용,충청북도 청주시 흥덕구 오송읍 연제만수길 17 (오송대원칸타빌),36.6268984,127.326629,3478.2,2432,Y,,043-201-7061,청주시 흥덕구청
398,오송휴먼시아1단지아파트,공공용,충청북도 청주시 흥덕구 오송읍 오송가락로 235 (청원오송휴먼시아1단지),36.62764041,127.3320201,3689.4,2580,Y,,043-201-7061,청주시 흥덕구청
399,오송힐데스하임아파트,공공용,충청북도 청주시 흥덕구 오송읍 오송생명1로 152 (오송힐데스하임),36.63274854,127.3213218,2976.6,2082,Y,,043-201-7061,청주시 흥덕구청
400,오송호반베르디움아파트,공공용,충청북도 청주시 흥덕구 오송읍 오송생명3로 111 (오송호반베르디움아파트),36.62789009,127.3251342,2917.2,2040,Y,,043-201-7061,청주시 흥덕구청
401,오송모아미래도아파트,공공용,충청북도 청주시 흥덕구 오송읍 오송생명3로 87 (모아미래도아파트),36.63071317,127.3261881,2151.6,1505,Y,,043-201-7061,청주시 흥덕구청
402,오송휴먼시아2단지아파트,공공용,충청북도 청주시 흥덕구 오송읍 오송생명5로 201 (오송마을휴먼시아2단지),36.62863502,127.329527,3194.4,2234,Y,,043-201-7061,청주시 흥덕구청
403,오송상록롯데캐슬아파트,공공용,충청북도 청주시 흥덕구 오송읍 오송생명5로 202 (오송상록롯데캐슬아파트),36.63047531,127.3287944,3864.3,2702,Y,,043-201-7061,청주시 흥덕구청
404,옥산코오롱하늘채아파트,공공용,충청북도 청주시 흥덕구 옥산면 가락길 60 (코오롱하늘채),36.67147519,127.3824401,2984,2087,Y,,043-201-7061,청주시 흥덕구청
405,하수처리과(1차 최초침전지 계단실),공공용,충청북도 청주시 흥덕구 옥산면 미호로 555,36.66570358,127.3937448,2644.13,1849,Y,,043-201-7061,청주시 흥덕구청
406,하수처리과 관사,공공용,충청북도 청주시 흥덕구 옥산면 미호로 555,36.66570358,127.3937448,495.83,347,Y,,043-201-7061,청주시 흥덕구청
407,평생학습관,공공용,"충청북도 청주시 흥덕구 월명로13번길 52 (복대동, 청주시평생교육원)",36.63669521,127.4504927,123.75,87,Y,,043-201-7061,청주시 흥덕구청
408,형석타운아파트,공공용,"충청북도 청주시 흥덕구 장구봉로101번길 27 (복대동, 형석아파트)",36.62509704,127.4434535,2924.63,2045,Y,,043-201-7061,청주시 흥덕구청
409,세원아파트,공공용,"충청북도 청주시 흥덕구 장구봉로101번길 45 (복대동, 세원아파트)",36.62631785,127.4427852,1321.65,924,Y,,043-201-7061,청주시 흥덕구청
410,복대두진하트리움(주),공공용,"충청북도 청주시 흥덕구 죽천로 27 (복대동, 복대두진하트리움)",36.63954259,127.4250416,6204,4338,Y,,043-201-7061,청주시 흥덕구청
411,복대대원아파트,공공용,"충청북도 청주시 흥덕구 죽천로146번길 7 (복대동, 대원칸타빌아파트)",36.63770156,127.4396972,3557.4,2488,Y,,043-201-7061,청주시 흥덕구청
412,영조아름다운나날2차아파트,공공용,"충청북도 청주시 흥덕구 증안로 100 (복대동, 영조아파트2차)",36.63524485,127.4333636,2636.7,1844,Y,,043-201-7061,청주시 흥덕구청
413,복대동삼일아파트,공공용,"충청북도 청주시 흥덕구 증안로 108 (복대동, 하복대삼일아파트)",36.63486838,127.4347927,1997.33,1397,Y,,043-201-7061,청주시 흥덕구청
414,영조아름다운나날아파트,공공용,"충청북도 청주시 흥덕구 증안로 21 (복대동, 영조아름다운나날1차아파트)",36.63677926,127.4256749,3075.6,2151,Y,,043-201-7061,청주시 흥덕구청
415,복대두진백로아파트,공공용,충청북도 청주시 흥덕구 증안로 33 (복대동),36.63692069,127.4274513,1917.3,1341,Y,,043-201-7061,청주시 흥덕구청
416,현대2차아파트,공공용,"충청북도 청주시 흥덕구 증안로 77 (복대동, 현대2차아파트)",36.63616774,127.4323356,3399,2377,Y,,043-201-7061,청주시 흥덕구청
417,"한국건강관리협회 충북,세종지부",공공용,충청북도 청주시 흥덕구 직지대로 631 (봉명동),36.64340868,127.4631679,2994.75,2094,Y,,043-201-7061,청주시 흥덕구청
418,봉명동하이젠시티,공공용,"충청북도 청주시 흥덕구 직지대로 636 (봉명동, 하이젠시티)",36.64268976,127.463584,3261.23,2281,Y,,043-201-7061,청주시 흥덕구청
419,지웰에스테이트오피스텔,공공용,"충청북도 청주시 흥덕구 진재로 131 (복대동, 지웰에스테이트)",36.64294209,127.4309377,3382.5,2365,Y,,043-201-7061,청주시 흥덕구청
420,세원느티마을아파트,공공용,"충청북도 청주시 흥덕구 진재로 67 (복대동, 세원느티마을아파트)",36.63775479,127.4280508,2346.3,1641,Y,,043-201-7061,청주시 흥덕구청
421,신영지웰홈스(아),공공용,"충청북도 청주시 흥덕구 진재로103번길 37 (복대동, 신영지웰홈스아파트)",36.6401459,127.4276838,5964.75,4171,Y,,043-201-7061,청주시 흥덕구청
422,세원테마빌아파트,공공용,"충청북도 청주시 흥덕구 짐대로 14 (복대동, 세원테마빌아파트)",36.63484626,127.4249397,1306.8,914,Y,,043-201-7061,청주시 흥덕구청
423,복대동벽산아파트,공공용,"충청북도 청주시 흥덕구 짐대로 6 (복대동, 벽산아파트)",36.63590881,127.4241494,3125.93,2186,Y,,043-201-7061,청주시 흥덕구청
424,대우메가폴리스,공공용,충청북도 청주시 흥덕구 풍산로 15 (가경동),36.62678281,127.4319925,4636.5,3242,Y,,043-201-7061,청주시 흥덕구청
425,청주여객터미널(시외버스),공공용,충청북도 청주시 흥덕구 풍산로 6 (가경동),36.62532766,127.4316937,660.83,462,Y,,043-201-7061,청주시 흥덕구청
426,세원2차아파트,공공용,충청북도 청주시 흥덕구 풍산로89번길 31 (가경동),36.63004481,127.4379408,2925.45,2046,Y,,043-201-7061,청주시 흥덕구청
427,근현대인쇄전시관 지하주차장,공공용,"충청북도 청주시 흥덕구 흥덕로 104 (운천동, 청주시근현대인쇄전시관)",36.64403665,127.4730569,342.38,239,Y,,043-201-7061,청주시 흥덕구청
428,금속활자주조전수관 지하주차장,공공용,"충청북도 청주시 흥덕구 흥덕로 96 (운천동, 청주시금속활자주조전수관)",36.64359496,127.4726382,362.18,253,Y,,043-201-7061,청주시 흥덕구청
429,휴먼시아7단지,공공용,충청북도 충주시 갱고개로 230 (연수동),36.99295937,127.9392482,1663,2015,Y,지하주차장,043-844-7850,아파트관리사무소
430,교현2(청주지방검찰청충주지청),공공용,"충청북도 충주시 계명대로 101 (교현동, 청주지방검찰청충주지청)",36.98315869,127.9255913,281,340,Y,휴게실(탁구장),043-850-2457,교현2동
431,목행(한국폴리텍 Ⅳ대학),공공용,"충청북도 충주시 국원대로 548 (목행동, 한국폴리텍대학충주캠퍼스)",37.01580777,127.9367876,324,393,Y,교육장,043-850-2746,목행용탄주민센터
432,엘리시아@,공공용,"충청북도 충주시 국원초1길 48 (안림동, 충주엘리시아아파트)",36.98037088,127.9441205,1310,1588,Y,지하주차장,043-850-8974,교현안림동
433,연수(세원한아름아파트),공공용,"충청북도 충주시 금릉로 101 (연수동, 세원한아름아파트)",36.98505553,127.926839,3702,4487,Y,지하주차장,043-844-4173,아파트관리사무소
434,칠금금릉(코오롱동신아파트),공공용,충청북도 충주시 금릉로 14 (칠금동),36.98319131,127.9176757,3036,3680,Y,지하주차장,043-850-2720,칠금금릉동
435,칠금금릉(삼일아파트),공공용,충청북도 충주시 금릉로 17 (칠금동),36.98621275,127.9175323,1429,1732,Y,지하주차장,043-850-2720,칠금금릉동
436,칠금금릉(현대아파트),공공용,충청북도 충주시 금릉로 45 (칠금동),36.98578807,127.9211753,1716,2080,Y,지하주차장,043-850-2720,칠금금릉동
437,칠금금릉(부영1차아파트),공공용,"충청북도 충주시 금릉로 46 (칠금동, 부영아파트)",36.98461939,127.920836,2376,2880,Y,지하주차장,043-850-2720,칠금금릉동
438,중흥S클레스@,공공용,충청북도 충주시 금봉8길 23 (교현동),36.96787081,127.9414821,1703,2064,Y,지하주차장,043-850-8974,교현안림동
439,교현안림(안림LG아파트),공공용,충청북도 충주시 금봉대로 397 (안림동),36.96997998,127.9459281,1802,2184,Y,지하주차장,043-850-8974,교현안림동
440,안림동 보성꿈에본 아파트,공공용,충청북도 충주시 금봉대로 425 (안림동),36.97262428,127.946031,1027,1245,Y,지하주차장,043-850-8974,교현안림동
441,칠금금릉(삼성1차아파트),공공용,"충청북도 충주시 금제1길 5 (금릉동, 삼성1차아파트)",36.98841614,127.9243431,1551,1880,Y,지하주차장,043-850-2720,칠금금릉동
442,용산(용산주공3단지),공공용,"충청북도 충주시 남산로 114(용산동, 용산주공3단지)",36.96114009,127.9466766,6849,8302,Y,주차장,043-850-8373,용산동
443,용산(용산주공2단지),공공용,"충청북도 충주시 남산로 125 (용산동, 용산주공(2)단지아파트)",36.962947,127.945983,2574,3120,Y,주차장,043-850-8374,용산동
444,대소원(코아루퍼스트아파트),공공용,충청북도 충주시 대소원면 첨단산업4로 24,36.98749612,127.8288082,2388,2894,Y,지하주차장,043-850-8248,대소원면사무소
445,신원아침도시@,공공용,"충청북도 충주시 만리산10길 15 (안림동, 아침도시아파트)",36.97149873,127.9439435,802,972,Y,지하주차장,043-850-8974,교현안림동
446,목행(새한아파트),공공용,"충청북도 충주시 목행산단3로 13-9 (목행동, 새한아파트)",37.00364986,127.9175351,1465,1776,Y,주차장,043-850-2746,목행용탄주민센터
447,목행(한라비발디아파트),공공용,"충청북도 충주시 목행산단4로 13 (목행동, 한라비발디아파트)",37.00593215,127.9174277,1815,2200,Y,주차장,043-850-2746,목행용탄주민센터
448,목행(세중참사랑아파트),공공용,"충청북도 충주시 목행산단6로 71 (목행동, 세중참사랑아파트)",37.004392,127.919427,967,1172,Y,주차장,043-850-2746,목행용탄주민센터
449,충주푸르지오아파트,공공용,"충청북도 충주시 봉계1길 5 (봉방동, 충주푸르지오관리사무소)",36.978025,127.912247,23295,28236,Y,지하주차장,043-853-8400,아파트관리사무소
450,교현안림(안림LH천년나무1단지),공공용,충청북도 충주시 봉현로 365,36.97767993,127.9453046,8793,10658,Y,지하주차장,043-850-8976,교현안림동
451,교현안림(푸르지오2차아파트),공공용,충청북도 충주시 봉현로 366,36.9763912,127.9432941,3267,3960,Y,지하주차장,043-850-8975,교현안림동
452,문화동 호수마을아파트,공공용,"충청북도 충주시 사직로 114 (문화동, 호수마을아파트)",36.966783,127.924717,1287,1463,Y,주차장,043-850-2486,문화동
453,교현2(성원아파트),공공용,"충청북도 충주시 삼원로 163 (교현동, 성원임대아파트)",36.98008231,127.9239952,1188,1440,Y,주차장,043-850-2457,교현2동
454,SJ오피스텔,공공용,"충청북도 충주시 상방5길 11 (봉방동, 에스제이오피스텔)",36.974111,127.910642,560,679,Y,지하주차장,043-845-6700,오피스텔관리사무소
455,성내충인(현대쇼핑타운),공공용,"충청북도 충주시 성서1길 50 (성서동, 성서동현대아파트)",36.97158363,127.9309089,2805,3400,Y,지하주차장,043-850-2435,성내충인동
456,호암(현대호반아파트),공공용,"충청북도 충주시 신촌2길 29 (호암동, 현대호반아파트)",36.96027335,127.9291004,1234,1496,Y,지하주차장,043-850-8904,호암직동주민센터
457,호암(예성세경아파트),공공용,"충청북도 충주시 신촌3길 21 (호암동, 예성세경아파트)",36.95958713,127.9302014,2033,2464,Y,지하주차장,043-850-8904,호암직동주민센터
458,봉방(현대자동차),공공용,"충청북도 충주시 애향로 10 (봉방동, 현대빌딩)",36.97482984,127.9110841,826,1002,Y,지하주차장,043-843-3383,현대자동차
459,리슈빌아파트,공공용,"충청북도 충주시 연수동산로 12 (연수동, 연수리슈빌아파트)",36.98398983,127.9427185,17985,2280,Y,지하주차장,043-852-4600,아파트관리사무소
460,힐스테이트 아파트,공공용,"충청북도 충주시 연수동산로 26 (연수동, 연수힐스테이트)",36.98610661,127.943953,28664,3400,Y,지하주차장,043-857-1515,아파트관리사무소
461,"두진3차아파트(301동,302동)",공공용,"충청북도 충주시 연수로 20 (연수동, 두진3차임대아파트)",36.991197,127.9308782,983,1192,Y,지하주차장,043-844-6638,아파트관리사무소
462,"두진1,2차아파트",공공용,충청북도 충주시 연수로 7 (연수동),36.991889,127.931251,1058,1863,Y,지하주차장,043-843-5274,아파트관리사무소
463,아이파크아파트,공공용,"충청북도 충주시 연수로1길 20 (연수동, 연수아이파크아파트상가)",36.99311296,127.9362306,16643,2116,Y,지하주차장,043-855-0850,아파트관리사무소
464,연수(삼성푸른아파트),공공용,"충청북도 충주시 연수서1길 20(연수동, 삼성푸른아파트)",36.98605814,127.9267632,3305,4135,Y,지하주차장,043-842-8166,아파트관리사무소
465,남산동일하이빌아파트,공공용,"충청북도 충주시 염밭로 22 (용산동, 남산동일하이빌)",36.95998347,127.9443717,2208,2676,Y,주차장,043-850-8372,용산동
466,연수(주공5단지),공공용,충청북도 충주시 예성로 401 (연수동),36.99227752,127.9315565,2314,2805,Y,지하주차장,043-848-1711,아파트관리사무소
467,연수주공4단지아파트,공공용,"충청북도 충주시 예성로 401 (연수동, 연수주공4,5단지아파트)",36.99227752,127.9315565,3267,3960,Y,지하주차장,043-848-1710,아파트관리사무소
468,용산(영진아파트),공공용,"충청북도 충주시 용산로 33 (용산동, 영진보람아파트)",36.96649914,127.9371892,2079,2520,Y,주차장,043-850-8375,용산동
469,칠금금릉(충주시청),공공용,충청북도 충주시 으뜸로 21 (금릉동),36.99131739,127.9252858,568,688,Y,공공기관,043-850-2720,칠금금릉동
470,주덕(백남진달래아파트),공공용,충청북도 충주시 주덕읍 장터뒷길 48 (백남진달래아파트),36.97512761,127.801306,254,601,Y,지하주차장,043-848-8501,아파트관리실
